,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
8377,1,1,309.058782259,1,8,27.0,55.795282,http://www.cian.ru/rent/flat/151147603/,10.0,37.57713,10,,9,40000.0,40000.0,косметический,2,Савёловский,Савеловская,0,44.0,1
8378,0,1,214.108214103,3,5,17.0,55.783215,http://www.cian.ru/rent/flat/151547180/,,37.695393,9,1,11,33000.0,33000.0,косметический,1,Сокольники,Электрозаводская,0,38.0,1
8379,0,0,906.392607791,5,1,18.0,55.63688,http://www.cian.ru/rent/flat/151576236/,,37.725128,13,1,16,28000.0,28000.0,евроремонт,1,Москворечье-Сабурово,Борисово,0,34.0,1
8380,1,1,544.057928752,5,4,20.0,55.685066,http://www.cian.ru/rent/flat/151613551/,,37.69348,15,,12,30000.0,30000.0,косметический,1,Нагатинский Затон,Коломенская,0,35.0,0
8381,0,1,35.8307615236,0,4,100.0,55.751224,http://www.cian.ru/rent/flat/150877758/,41.0,37.586302,5,,10,280000.0,280000.0,,2,Арбат,Смоленская,0,132.0,1
8382,1,1,23.3853421655,3,7,,55.752825,http://www.cian.ru/rent/flat/150987172/,12.0,37.838818,15,1,17,35000.0,35000.0,,2,Ивановское,Новогиреево,0,58.0,1
8383,1,0,1169.16381357,5,4,30.0,55.601335,http://www.cian.ru/rent/flat/151449908/,,37.744774,15,1,17,40000.0,40000.0,евроремонт,2,Орехово-Борисово Южное,Красногвардейская,0,51.0,1
8384,1,0,917.292602972,6,6,31.0,55.635416,http://www.cian.ru/rent/flat/150948582/,,37.538476,18,1,9,36000.0,36000.0,евроремонт,2,Коньково,Коньково,0,50.0,0
8385,1,0,1574.30578712,6,13,19.0,55.545421,http://www.cian.ru/rent/flat/151495783/,,37.551941,6,1,18,28000.0,28000.0,отсутствует,1,Южное Бутово,Улица Скобелевская,0,36.0,1
8386,1,0,959.269627437,1,6,32.2,55.876758,http://www.cian.ru/rent/flat/150823333/,9.8,37.541638,10,,16,32000.0,32000.0,косметический,2,Бескудниковский,Петровско-Разумовская,0,53.7,0
8387,1,0,696.075529863,8,4,55.0,55.84401,http://www.cian.ru/rent/flat/150563106/,14.0,37.402731,15,,12,39000.0,39000.0,косметический,3,Южное Тушино,Тушинская,0,70.0,1
8388,1,0,1012.63154968,9,15,22.0,55.622573,http://www.cian.ru/rent/flat/151554089/,14.0,37.303162,,,17,27000.0,27000.0,евроремонт,1,поселение Внуковское,,0,45.0,
8389,1,1,257.639576406,7,4,,55.788753,http://www.cian.ru/rent/flat/151469419/,20.0,37.49117,5,1,14,100000.0,100000.0,,4,Щукино,Октябрьское поле,0,136.0,1
8390,0,0,997.232750189,9,3,41.0,55.624652,http://www.cian.ru/rent/flat/151119044/,11.0,37.304204,30,,18,45000.0,45000.0,косметический,3,поселение Внуковское,Юго-Западная,0,74.0,0
8391,0,1,642.592355389,7,2,67.0,55.837318,http://www.cian.ru/rent/flat/151237292/,30.0,37.357007,15,1,3,100000.0,100000.0,дизайнерский,3,Митино,Митино,0,110.0,1
8392,0,0,411.81619356,3,4,34.0,55.80829,http://www.cian.ru/rent/flat/151416536/,10.0,37.807144,6,,16,40000.0,40000.0,косметический,2,Северное Измайлово,Первомайская,0,64.0,1
8393,1,1,852.810803374,6,17,80.0,55.644064,http://www.cian.ru/rent/flat/151124083/,13.0,37.473519,3,1,23,80000.0,80000.0,дизайнерский,3,Тёплый Стан,Тропарево,0,105.0,1
8394,1,1,1038.84304375,6,9,25.0,55.61903,http://www.cian.ru/rent/flat/151482259/,10.0,37.489428,18,,16,38000.0,38000.0,евроремонт,1,Тёплый Стан,Теплый Стан,0,38.0,1
8395,0,1,11.8045354131,0,7,127.0,55.754314,http://www.cian.ru/rent/flat/28679976/,,37.595689,7,,7,200000.0,200000.0,евроремонт,5,Арбат,Арбатская,0,145.0,1
8396,0,0,252.989624278,5,6,29.0,55.723146,http://www.cian.ru/rent/flat/149425292/,,37.66009,15,1,17,45000.0,45000.0,дизайнерский,2,Даниловский,Пролетарская,0,45.0,1
8397,1,1,135.870380599,0,4,32.0,55.738323,http://www.cian.ru/rent/flat/151414241/,,37.687704,10,1,8,35000.0,35000.0,косметический,2,Таганский,Римская,0,42.0,1
8398,0,1,897.886219716,2,1,42.0,55.869147,http://www.cian.ru/rent/flat/151343825/,14.0,37.691234,25,,5,40000.0,40000.0,евроремонт,2,Лосиноостровский,Бабушкинская,0,56.0,1
8399,1,,1130.91030394,5,5,20.0,55.606543,http://www.cian.ru/rent/flat/151612864/,10.0,37.60045,5,,17,39000.0,39000.0,косметический,1,,Пражская,0,40.0,1
8400,0,0,1240.66326131,6,8,19.0,55.591569,http://www.cian.ru/rent/flat/151004807/,,37.54365,15,,9,40000.0,40000.0,евроремонт,1,Ясенево,Ясенево,0,42.0,1
8401,1,1,665.205356706,7,8,22.0,55.840149,http://www.cian.ru/rent/flat/150980809/,16.0,37.377569,5,1,25,40000.0,40000.0,евроремонт,1,Митино,Волоколамская,0,52.0,1
8402,1,0,184.471141438,8,14,19.0,55.779439,http://www.cian.ru/rent/flat/151235780/,,37.455471,10,,17,43000.0,43000.0,евроремонт,1,Хорошёво-Мнёвники,Октябрьское поле,0,38.0,0
8403,1,0,803.575141229,8,5,45.0,55.857422,http://www.cian.ru/rent/flat/151117611/,10.0,37.429187,10,,22,55000.0,55000.0,евроремонт,3,Северное Тушино,Сходненская,0,78.0,1
8404,1,1,781.146959593,1,7,34.0,55.854628,http://www.cian.ru/rent/flat/151196643/,,37.472701,3,1,9,35000.0,35000.0,косметический,2,Левобережный,Речной вокзал,0,50.0,1
8405,1,0,502.780526706,8,16,100.0,55.819762,http://www.cian.ru/rent/flat/151560826/,50.0,37.465802,11,,23,220000.0,220000.0,евроремонт,4,Покровское-Стрешнево,Щукинская,0,150.0,1
8406,0,1,535.342985938,2,2,,55.823859,http://www.cian.ru/rent/flat/151415009/,,37.5804,5,1,5,45000.0,45000.0,,2,Бутырский,Тимирязевская,0,41.0,1
8407,1,0,264.461859307,4,3,30.0,55.721655,http://www.cian.ru/rent/flat/151599562/,,37.737372,15,1,5,30000.0,30000.0,косметический,2,Текстильщики,Текстильщики,0,44.0,0
8408,0,1,612.704937999,6,4,27.0,55.676006,http://www.cian.ru/rent/flat/151567208/,,37.602427,7,,5,28500.0,28500.0,косметический,2,Котловка,Нагорная,0,43.0,0
8409,1,0,625.966004373,8,6,36.0,55.835235,http://www.cian.ru/rent/flat/151580555/,,37.352695,20,,17,38000.0,38000.0,евроремонт,2,Митино,Митино,0,60.0,1
8410,1,1,1016.6059639,7,4,38.0,55.883853,http://www.cian.ru/rent/flat/151195198/,,37.390137,,,8,45000.0,45000.0,евроремонт,1,Куркино,,0,50.0,
8411,1,1,1191.05017216,6,10,35.0,55.59835,http://www.cian.ru/rent/flat/151283710/,10.0,37.530508,12,1,22,50000.0,50000.0,косметический,1,Ясенево,Ясенево,0,45.0,1
8412,1,1,291.665708202,8,19,60.0,55.793075,http://www.cian.ru/rent/flat/151197292/,15.0,37.397979,10,1,25,75000.0,75000.0,евроремонт,3,Строгино,Строгино,0,109.0,1
8413,1,0,968.584692542,6,9,44.0,55.628515,http://www.cian.ru/rent/flat/138249543/,,37.487685,27,,9,34000.0,34000.0,косметический,3,Тёплый Стан,Теплый Стан,0,61.0,1
8414,0,0,430.514268344,4,5,12.0,55.699984,http://www.cian.ru/rent/flat/151347059/,,37.824562,25,1,5,23000.0,23000.0,косметический,1,Выхино-Жулебино,Лермонтовский проспект,0,35.0,1
8415,1,0,953.239354954,1,9,32.0,55.876011,http://www.cian.ru/rent/flat/150149921/,10.0,37.564518,,,17,39000.0,39000.0,евроремонт,2,Восточное Дегунино,,0,54.0,
8416,1,1,480.711718603,4,2,30.0,55.693399,http://www.cian.ru/rent/flat/150694316/,,37.804413,10,,9,35000.0,35000.0,,2,Выхино-Жулебино,Кузьминки,0,45.0,1
8417,1,0,966.246619905,6,6,19.0,55.62883,http://www.cian.ru/rent/flat/151577995/,8.5,37.512937,8,1,17,32000.0,32000.0,косметический,1,Тёплый Стан,Коньково,0,39.0,1
8418,0,0,670.61574021,8,1,32.0,55.840826,http://www.cian.ru/rent/flat/151486854/,,37.457358,21,1,14,38000.0,38000.0,косметический,2,Южное Тушино,Сходненская,0,52.0,1
8419,1,0,360.868145293,3,4,,55.709094,http://www.cian.ru/rent/flat/151458193/,,37.88669,10,1,14,25000.0,25000.0,косметический,1,Косино-Ухтомский,Выхино,0,38.0,0
8420,1,0,731.761639927,8,11,46.0,55.848468,http://www.cian.ru/rent/flat/151556149/,11.0,37.354528,5,,14,50000.0,50000.0,евроремонт,3,Митино,Митино,0,76.0,1
8421,1,1,942.723621886,1,11,22.0,55.874708,http://www.cian.ru/rent/flat/151148297/,10.0,37.485026,5,1,12,30000.0,30000.0,косметический,1,Ховрино,Речной вокзал,0,39.0,0
8422,1,0,419.551427475,4,15,46.0,55.70142,http://www.cian.ru/rent/flat/148420607/,13.0,37.930033,10,,17,35000.0,35000.0,,3,Некрасовка,Выхино,0,76.0,0
8423,1,1,260.599986399,0,3,57.0,55.722157,http://www.cian.ru/rent/flat/149846554/,,37.584721,10,,9,105000.0,105000.0,евроремонт,2,Хамовники,Фрунзенская,0,70.0,1
8424,1,0,812.61944647,5,3,18.0,55.649439,http://www.cian.ru/rent/flat/151166866/,,37.613584,6,,5,29000.0,29000.0,косметический,1,Нагорный,Варшавская,0,30.0,1
8425,1,1,696.883525169,1,11,80.0,55.844111,http://www.cian.ru/rent/flat/151578419/,21.0,37.484658,9,1,25,100000.0,100000.0,дизайнерский,3,Головинский,Водный стадион,0,141.0,1
8426,1,0,558.113440082,2,14,34.0,55.826721,http://www.cian.ru/rent/flat/151449944/,13.0,37.600109,10,1,17,65000.0,65000.0,евроремонт,2,Марфино,Фонвизинская,0,58.0,1
8427,0,1,405.049397275,8,8,145.0,55.807435,http://www.cian.ru/rent/flat/147216956/,30.0,37.448662,11,,28,500000.0,500000.0,,6,Щукино,Щукинская,0,275.0,1
8428,0,1,320.587234221,1,1,18.0,55.796744,http://www.cian.ru/rent/flat/150854681/,,37.570456,13,1,5,38000.0,38000.0,косметический,1,Савёловский,Динамо,0,38.0,1
8429,0,,10.6346629538,0,4,107.0,55.757197,http://www.cian.ru/rent/flat/149682862/,40.0,37.585556,7,1,6,145000.0,145000.0,евроремонт,3,,Баррикадная,0,161.0,1
8430,1,1,366.603468767,3,8,18.0,55.802573,http://www.cian.ru/rent/flat/151591434/,,37.834848,24,1,14,27000.0,27000.0,косметический,1,Восточное Измайлово,Щелковская,0,34.0,1
8431,1,1,1948.08725291,10,4,42.0,55.492482,http://www.cian.ru/rent/flat/151000637/,,37.299021,30,,17,24000.0,24000.0,косметический,2,Троицк,Теплый Стан,0,62.0,0
8432,1,,638.140881375,6,12,105.0,55.672641,http://www.cian.ru/rent/flat/18548308/,12.0,37.568461,7,,19,220000.0,220000.0,,3,,Профсоюзная,0,170.0,1
8433,1,0,827.403301763,8,3,32.0,55.860388,http://www.cian.ru/rent/flat/150291508/,,37.444099,5,1,9,40000.0,40000.0,косметический,2,Северное Тушино,Планерная,0,47.0,1
8434,0,0,999.211636428,2,4,21.0,55.881702,http://www.cian.ru/rent/flat/151479405/,7.5,37.685422,25,1,9,30000.0,30000.0,косметический,1,Лосиноостровский,Медведково,0,32.0,1
8435,1,1,64.4581904042,0,8,45.0,55.764101,http://www.cian.ru/rent/flat/150610473/,,37.66044,9,,8,150000.0,150000.0,евроремонт,2,Басманный,Курская,0,83.0,1
8436,1,1,17.9106531476,0,5,105.0,55.753529,http://www.cian.ru/rent/flat/148886508/,10.0,37.586293,9,,8,350000.0,350000.0,,4,Арбат,Арбатская,0,150.0,1
8437,0,1,175.412955008,7,5,26.0,55.778284,http://www.cian.ru/rent/flat/151457540/,,37.471767,10,,5,42000.0,42000.0,косметический,2,Хорошёво-Мнёвники,Полежаевская,0,45.0,0
8438,0,,2020.23960287,10,1,16.0,55.482097,http://www.cian.ru/rent/flat/150768653/,,36.901633,,,4,20000.0,20000.0,косметический,1,,,0,30.0,
8439,1,0,748.603858918,2,8,34.0,55.85057,http://www.cian.ru/rent/flat/151447017/,,37.656308,7,,9,45000.0,45000.0,евроремонт,2,Свиблово,Свиблово,0,54.0,1
8440,1,0,412.692895855,4,5,38.0,55.702318,http://www.cian.ru/rent/flat/151563046/,12.0,37.928174,10,,17,30000.0,30000.0,косметический,2,Некрасовка,Выхино,0,66.0,0
8441,1,1,130.500060721,0,4,54.0,55.739017,http://www.cian.ru/rent/flat/150905820/,41.0,37.60381,7,,7,360000.0,360000.0,,3,Хамовники,Кропоткинская,0,131.0,1
8442,1,,67.7801819158,0,5,81.0,55.74711,http://www.cian.ru/rent/flat/149464982/,12.0,37.642815,12,,24,175000.0,175000.0,евроремонт,4,,Таганская,0,127.0,1
8443,1,1,378.758869455,3,7,18.0,55.804111,http://www.cian.ru/rent/flat/151558318/,,37.811402,16,1,9,25000.0,25000.0,косметический,1,Северное Измайлово,Щелковская,0,34.0,1
8444,1,1,417.064648541,7,4,40.0,55.808953,http://www.cian.ru/rent/flat/150281472/,17.0,37.479205,11,,20,70000.0,70000.0,,2,Щукино,Щукинская,0,55.0,1
8445,1,1,945.74760608,5,14,20.0,55.63159,http://www.cian.ru/rent/flat/151294773/,10.0,37.754143,5,1,25,30000.0,30000.0,косметический,1,Братеево,Алма-Атинская,0,40.0,1
8446,1,1,1153.58435848,7,6,67.0,55.900749,http://www.cian.ru/rent/flat/151119534/,11.0,37.395931,10,,14,70000.0,70000.0,евроремонт,4,Куркино,Планерная,0,104.0,0
8447,1,0,651.632128833,8,16,46.0,55.83845,http://www.cian.ru/rent/flat/151412659/,,37.388511,5,,17,50000.0,50000.0,евроремонт,2,Митино,Волоколамская,0,65.0,1
8448,1,0,404.907484018,4,6,18.0,55.703337,http://www.cian.ru/rent/flat/151203815/,,37.768723,5,,17,35000.0,35000.0,косметический,1,Кузьминки,Кузьминки,0,35.0,1
8449,0,1,649.030840751,6,23,240.0,55.671199,http://www.cian.ru/rent/flat/150978606/,25.0,37.532098,22,1,23,,~ 973 730 руб,дизайнерский,6,Ломоносовский,Новые Черемушки,0,400.0,1
8450,1,1,394.863913087,4,4,44.0,55.704651,http://www.cian.ru/rent/flat/151382222/,,37.810872,20,1,12,40000.0,40000.0,евроремонт,3,Выхино-Жулебино,Выхино,0,55.0,1
8451,1,,501.620873726,8,11,,55.819616,http://www.cian.ru/rent/flat/144424026/,,37.461517,11,,30,100000.0,100000.0,,1,,Щукинская,0,55.0,1
8452,1,1,660.910740083,5,9,26.0,55.669625,http://www.cian.ru/rent/flat/151576848/,,37.607969,4,,9,38000.0,38000.0,,2,Нагорный,Нагорная,0,45.0,1
8453,0,0,805.80768673,8,10,21.0,55.8577,http://www.cian.ru/rent/flat/151619054/,,37.410241,18,,12,35000.0,35000.0,косметический,1,Северное Тушино,Планерная,0,40.0,1
8454,1,1,469.623450934,2,6,40.0,55.815585,http://www.cian.ru/rent/flat/148673520/,10.0,37.661392,15,1,9,65000.0,65000.0,евроремонт,2,Алексеевский,Алексеевская,0,65.0,1
8455,1,0,678.457483046,1,15,18.0,55.841807,http://www.cian.ru/rent/flat/150340194/,10.0,37.549597,5,1,18,42000.0,42000.0,дизайнерский,1,Коптево,Петровско-Разумовская,0,52.0,0
8456,1,1,911.158573654,2,12,50.0,55.870794,http://www.cian.ru/rent/flat/149760871/,10.0,37.6107,12,1,16,45000.0,45000.0,косметический,3,Отрадное,Отрадное,0,75.0,1
8457,1,0,121.479084175,3,9,27.0,55.771398,http://www.cian.ru/rent/flat/151565929/,,37.83077,10,1,9,25000.0,25000.0,отсутствует,2,Ивановское,Новогиреево,0,45.0,0
8458,1,0,839.256407945,4,6,20.0,55.645878,http://www.cian.ru/rent/flat/151543023/,10.0,37.747379,6,,12,28000.0,28000.0,косметический,1,Марьино,Марьино,0,40.0,1
8459,1,0,471.405666236,4,4,19.0,55.694621,http://www.cian.ru/rent/flat/151528311/,,37.820556,5,,14,27000.0,27000.0,косметический,1,Выхино-Жулебино,Выхино,0,35.0,0
8460,1,0,962.491118162,1,5,18.0,55.877157,http://www.cian.ru/rent/flat/151596777/,,37.485807,23,1,14,27000.0,27000.0,косметический,1,Ховрино,Речной вокзал,0,38.0,1
8461,1,1,216.613624196,8,7,37.0,55.783534,http://www.cian.ru/rent/flat/151548435/,,37.46184,,,17,49000.0,49000.0,евроремонт,2,Хорошёво-Мнёвники,,0,58.0,
8462,1,1,62.9448120708,3,8,28.0,55.747733,http://www.cian.ru/rent/flat/151154443/,,37.820852,5,,9,37000.0,37000.0,косметический,2,Новогиреево,Новогиреево,0,44.0,1
8463,0,0,121.280855689,3,9,29.0,55.740208,http://www.cian.ru/rent/flat/150586805/,,37.820861,5,,9,35000.0,35000.0,косметический,2,Вешняки,Новогиреево,0,45.0,0
8464,1,0,969.074535729,5,3,30.0,55.628449,http://www.cian.ru/rent/flat/151555878/,,37.679305,13,,5,35000.0,35000.0,косметический,2,Царицыно,Кантемировская,0,45.0,1
8465,1,0,1553.26940405,6,14,55.0,55.54836,http://www.cian.ru/rent/flat/150724937/,10.0,37.534649,3,1,16,50000.0,50000.0,дизайнерский,3,Южное Бутово,Бульвар Адмирала Ушакова,0,85.0,1
8466,1,0,475.161276987,3,11,20.0,55.816283,http://www.cian.ru/rent/flat/149393154/,10.0,37.81106,10,,12,30000.0,30000.0,косметический,1,Гольяново,Щелковская,0,30.0,1
8467,0,1,20.2614271388,0,4,88.0,55.758433,http://www.cian.ru/rent/flat/151423322/,,37.636491,5,,8,200000.0,200000.0,евроремонт,5,Басманный,Китай-город,0,134.0,1
8468,0,0,577.47796081,2,5,52.0,55.829153,http://www.cian.ru/rent/flat/150886726/,15.0,37.579259,13,1,12,60000.0,60000.0,косметический,3,Бутырский,Петровско-Разумовская,0,100.0,1
8469,1,1,259.110823987,1,13,87.0,55.78894,http://www.cian.ru/rent/flat/149285303/,12.0,37.519171,15,1,18,145000.0,145000.0,дизайнерский,3,Хорошёвский,Полежаевская,0,136.0,0
8470,0,0,455.300348687,8,1,16.0,55.813779,http://www.cian.ru/rent/flat/151581271/,,37.39629,18,,22,30000.0,30000.0,косметический,1,Строгино,Строгино,0,30.0,1
8471,1,0,300.916347031,7,12,40.0,55.794249,http://www.cian.ru/rent/flat/151295705/,16.0,37.404034,11,,23,68000.0,68000.0,евроремонт,2,Строгино,Строгино,0,75.0,1
8472,1,1,222.300831491,8,8,20.0,55.784258,http://www.cian.ru/rent/flat/151458799/,,37.475513,15,1,12,30000.0,30000.0,косметический,1,Хорошёво-Мнёвники,Щукинская,0,40.0,1
8473,0,1,1060.05060691,2,1,20.0,55.88922,http://www.cian.ru/rent/flat/151150715/,,37.581253,17,,5,28000.0,28000.0,косметический,1,Лианозово,Алтуфьево,0,36.0,1
8474,1,0,586.416451442,1,8,22.0,55.830275,http://www.cian.ru/rent/flat/151423833/,10.0,37.501618,11,,17,40000.0,40000.0,евроремонт,1,Войковский,Водный стадион,0,40.0,1
8475,1,1,616.350379748,6,5,20.0,55.675524,http://www.cian.ru/rent/flat/151525102/,,37.598618,10,,5,28000.0,28000.0,косметический,1,Котловка,Нагорная,0,38.0,1
8476,1,0,513.990476079,3,2,30.0,55.821173,http://www.cian.ru/rent/flat/151209230/,,37.828883,11,,9,28000.0,28000.0,косметический,2,Гольяново,Щелковская,0,48.0,1
8477,1,0,85.8455202359,3,10,52.0,55.76684,http://www.cian.ru/rent/flat/150648217/,10.0,37.735395,10,1,16,75000.0,75000.0,евроремонт,3,Соколиная Гора,Шоссе Энтузиастов,0,84.0,1
8478,1,1,641.479501589,6,5,26.0,55.672199,http://www.cian.ru/rent/flat/151611416/,,37.545797,26,,9,55000.0,55000.0,евроремонт,2,Обручевский,Университет,0,40.0,1
8479,1,1,353.952099691,4,3,20.0,55.709997,http://www.cian.ru/rent/flat/151357797/,,37.770834,9,,9,22999.0,22999.0,косметический,1,Кузьминки,Кузьминки,0,40.0,1
8480,1,,1005.62315781,2,6,50.0,55.882495,http://www.cian.ru/rent/flat/151528633/,,37.650226,5,1,9,40000.0,40000.0,косметический,3,,Бабушкинская,0,60.0,0
8481,1,1,1010.26223601,5,3,34.0,55.622893,http://www.cian.ru/rent/flat/151208461/,,37.651313,12,1,5,37000.0,37000.0,косметический,2,Царицыно,Царицыно,0,48.0,1
8482,1,,985.587750194,5,8,22.0,55.626223,http://www.cian.ru/rent/flat/151389443/,,37.721211,15,,14,25000.0,25000.0,,1,,Шипиловская,0,38.0,1
8483,1,0,1008.94416788,5,16,20.0,55.623071,http://www.cian.ru/rent/flat/151621751/,,37.698394,15,,17,26000.0,26000.0,косметический,1,Орехово-Борисово Северное,Орехово,0,39.0,1
8484,1,1,489.792842073,6,5,55.0,55.692206,http://www.cian.ru/rent/flat/149135607/,20.0,37.545986,11,,8,110000.0,110000.0,дизайнерский,3,Гагаринский,Университет,0,80.0,1
8485,0,1,100.888309345,0,2,90.0,55.768765,http://www.cian.ru/rent/flat/151018441/,,37.604798,2,,4,200000.0,200000.0,евроремонт,4,Тверской,Пушкинская,0,120.0,0
8486,0,0,274.009155359,2,1,19.0,55.790833,http://www.cian.ru/rent/flat/151486015/,,37.61247,9,,9,32000.0,32000.0,косметический,1,Марьина Роща,Марьина роща,0,30.0,1
8487,1,0,1887.55781931,6,7,18.0,55.501151,http://www.cian.ru/rent/flat/148917829/,,37.595402,,,12,25000.0,25000.0,косметический,1,Южное Бутово,,0,37.0,
8488,1,1,265.354146452,4,2,36.0,55.721539,http://www.cian.ru/rent/flat/151543474/,12.0,37.672118,6,,8,55000.0,55000.0,евроремонт,2,Южнопортовый,Дубровка,0,62.0,1
8489,1,,794.935711558,7,5,32.0,55.856346,http://www.cian.ru/rent/flat/149131168/,,37.445527,,,9,33000.0,33000.0,косметический,2,,,0,48.0,
8490,1,0,206.161708105,1,3,20.0,55.782203,http://www.cian.ru/rent/flat/151366624/,,37.527561,10,1,17,37000.0,37000.0,евроремонт,1,Хорошёвский,Полежаевская,0,42.0,1
8491,0,0,749.132845523,2,6,28.0,55.850636,http://www.cian.ru/rent/flat/150425893/,,37.686141,,1,9,40000.0,40000.0,евроремонт,2,Ярославский,,0,45.0,
8492,1,1,324.302378828,3,3,,55.797215,http://www.cian.ru/rent/flat/149776640/,,37.718884,5,,14,100000.0,100000.0,отсутствует,4,Преображенское,Преображенская площадь,0,100.0,1
8493,1,,727.148218726,2,13,19.0,55.847892,http://www.cian.ru/rent/flat/150798365/,10.0,37.673969,,,22,23000.0,23000.0,косметический,1,,,0,38.0,
8494,1,0,726.466307086,6,15,18.0,55.660922,http://www.cian.ru/rent/flat/151234564/,,37.5948,12,,17,41000.0,41000.0,евроремонт,1,Зюзино,Нахимовский проспект,0,38.0,1
8495,1,1,175.256132984,7,18,83.4,55.778264,http://www.cian.ru/rent/flat/150687466/,,37.462981,,1,19,190000.0,190000.0,евроремонт,4,Хорошёво-Мнёвники,,0,144.0,
8496,0,0,724.247862444,6,32,69.0,55.661217,http://www.cian.ru/rent/flat/151022765/,,37.510439,10,,48,120000.0,120000.0,,3,Обручевский,Проспект Вернадского,0,90.0,0
8497,1,0,443.830079125,7,6,35.0,55.812332,http://www.cian.ru/rent/flat/151248209/,10.0,37.402201,10,,16,45000.0,45000.0,,2,Строгино,Строгино,0,54.0,1
8498,0,0,1358.29811719,9,2,19.0,55.575409,http://www.cian.ru/rent/flat/151297178/,14.0,37.473249,,,14,35000.0,35000.0,евроремонт,1,поселение Сосенское,,0,64.0,
8499,1,0,1182.25505255,6,6,20.0,55.59955,http://www.cian.ru/rent/flat/151401978/,10.0,37.515398,21,1,24,32000.0,32000.0,косметический,1,Ясенево,Ясенево,0,45.0,1
8500,1,0,1061.48670516,6,8,38.0,55.615965,http://www.cian.ru/rent/flat/150332325/,,37.546543,15,1,16,44000.0,44000.0,косметический,3,Ясенево,Ясенево,0,60.0,1
8501,1,,574.273553183,5,3,20.0,55.681082,http://www.cian.ru/rent/flat/150850311/,10.0,37.694648,5,,19,40000.0,40000.0,евроремонт,1,,Коломенская,0,39.0,0
8502,1,0,389.939732508,4,3,32.0,55.705295,http://www.cian.ru/rent/flat/151462317/,,37.773134,6,,5,40000.0,40000.0,косметический,2,Кузьминки,Крестьянская застава,0,45.0,1
8503,0,1,142.048400679,8,6,50.0,55.774026,http://www.cian.ru/rent/flat/151216756/,35.0,37.467221,5,,40,140000.0,140000.0,косметический,4,Хорошёво-Мнёвники,Полежаевская,0,110.0,0
8504,1,0,681.777351448,6,11,60.0,55.666858,http://www.cian.ru/rent/flat/151449348/,10.0,37.518812,5,,20,50000.0,50000.0,косметический,3,Обручевский,Проспект Вернадского,0,75.0,0
8505,1,1,418.386825448,1,13,21.0,55.80912,http://www.cian.ru/rent/flat/150883025/,12.0,37.537523,15,1,17,31000.0,31000.0,косметический,1,Аэропорт,Аэропорт,0,40.0,1
8506,1,1,1003.90054025,5,4,45.0,55.623752,http://www.cian.ru/rent/flat/150725096/,,37.651008,10,,5,45000.0,45000.0,,3,Царицыно,Царицыно,0,60.0,1
8507,0,0,279.118399259,4,3,20.0,55.719749,http://www.cian.ru/rent/flat/151264886/,,37.737345,14,,9,35000.0,35000.0,косметический,1,Текстильщики,Текстильщики,0,40.0,0
8508,1,1,712.704158984,1,3,32.0,55.846088,http://www.cian.ru/rent/flat/151566720/,,37.479349,14,,5,47000.0,47000.0,евроремонт,2,Головинский,Водный стадион,0,45.0,1
8509,0,0,377.083009562,3,1,21.0,55.803899,http://www.cian.ru/rent/flat/151608078/,11.0,37.793454,5,1,5,27000.0,27000.0,косметический,1,Северное Измайлово,Первомайская,0,38.0,1
8510,1,1,395.16752424,8,20,80.0,55.806186,http://www.cian.ru/rent/flat/148328073/,40.0,37.424902,15,,39,150000.0,150000.0,дизайнерский,4,Строгино,Строгино,0,170.0,1
8511,1,1,164.13230349,0,6,39.0,55.734668,http://www.cian.ru/rent/flat/151197299/,,37.616647,5,1,14,150000.0,150000.0,евроремонт,2,Якиманка,Полянка,0,50.0,1
8512,1,0,1654.32201853,6,6,35.0,55.534204,http://www.cian.ru/rent/flat/151577487/,11.0,37.519342,7,,9,35000.0,35000.0,евроремонт,2,Южное Бутово,Бунинская аллея,0,55.0,1
8513,1,0,985.661899065,6,6,33.0,55.626213,http://www.cian.ru/rent/flat/150810406/,10.5,37.510152,10,1,22,48000.0,48000.0,евроремонт,2,Тёплый Стан,Коньково,0,59.0,1
8514,0,0,499.206416999,3,1,21.0,55.819312,http://www.cian.ru/rent/flat/151389442/,,37.711931,15,,9,25000.0,25000.0,косметический,1,Богородское,Бульвар Рокоссовского,0,33.0,1
8515,1,0,805.80768673,8,10,21.0,55.8577,http://www.cian.ru/rent/flat/151150560/,,37.410241,5,,12,40000.0,40000.0,евроремонт,1,Северное Тушино,Планерная,0,41.0,0
8516,1,1,168.436107773,0,3,100.0,55.734111,http://www.cian.ru/rent/flat/149468184/,30.0,37.616027,5,,10,280000.0,280000.0,дизайнерский,4,Якиманка,Полянка,0,150.0,1
8517,1,1,311.28993836,7,4,29.0,55.795565,http://www.cian.ru/rent/flat/151076045/,,37.491889,5,1,5,38000.0,38000.0,косметический,2,Щукино,Октябрьское поле,0,50.3,1
8518,0,1,384.680591445,1,4,20.0,55.80486,http://www.cian.ru/rent/flat/151477777/,8.5,37.529412,7,,9,35000.0,35000.0,косметический,1,Аэропорт,Аэропорт,0,35.0,1
