,Bal,Brick,Dist,District,Floor,Kitsp,Lat,Link,Livesp,Lon,Metrdist,New,Nfloors,Price,Price_duplicate,Rem,Rooms,Small_district,Stname,Tel,Totsp,Walk
12618,1,0,914.415126613,2,11,47.0,55.871198,http://www.cian.ru/rent/flat/151609481/,,37.633185,29,1,17,35000.0,35000.0,косметический,2,Южное Медведково,Бабушкинская,0,51.3,1
12619,0,0,369.203195679,2,1,37.0,55.802902,http://www.cian.ru/rent/flat/151058819/,12.0,37.638979,8,1,4,50000.0,50000.0,отсутствует,2,Алексеевский,Алексеевская,0,75.0,1
12620,1,1,172.03613715,4,1,29.0,55.733645,http://www.cian.ru/rent/flat/151255502/,,37.74339,,1,9,35000.0,35000.0,косметический,2,Нижегородский,,0,45.0,
12621,1,0,856.29866877,5,13,20.0,55.643597,http://www.cian.ru/rent/flat/151490275/,,37.769936,15,,18,26000.0,26000.0,евроремонт,1,Братеево,Борисово,0,38.0,1
12622,0,0,1233.56070519,6,9,31.0,55.592541,http://www.cian.ru/rent/flat/151298428/,,37.54374,18,,9,33000.0,33000.0,косметический,2,Ясенево,Новоясеневская,0,52.0,1
12623,1,,1129.3969633,7,10,20.0,55.897771,http://www.cian.ru/rent/flat/151600384/,,37.398743,15,1,17,28000.0,28000.0,косметический,1,,Планерная,0,43.0,0
12624,1,0,539.685538169,3,10,35.0,55.824405,http://www.cian.ru/rent/flat/151075965/,,37.814573,29,,14,30000.0,30000.0,косметический,2,Гольяново,Щелковская,0,49.0,1
12625,1,,573.814194897,8,4,68.0,55.828693,http://www.cian.ru/rent/flat/150355978/,,37.470294,2,,6,350000.0,350000.0,евроремонт,3,,Водный стадион,0,115.0,0
12626,1,1,681.701979421,5,2,30.0,55.666868,http://www.cian.ru/rent/flat/151425152/,,37.619647,7,1,5,42000.0,42000.0,евроремонт,2,Нагорный,Нахимовский проспект,0,45.0,1
12627,0,1,1121.19799383,7,6,86.0,55.896761,http://www.cian.ru/rent/flat/151248123/,16.0,37.396775,15,,7,100000.0,100000.0,,4,Куркино,Планерная,0,115.0,0
12628,1,0,397.168910579,2,14,31.0,55.806439,http://www.cian.ru/rent/flat/150924322/,10.0,37.643974,5,,17,60000.0,60000.0,косметический,2,Алексеевский,Алексеевская,0,52.0,1
12629,1,0,53.9000033731,3,3,26.0,55.748898,http://www.cian.ru/rent/flat/151586060/,,37.79269,5,1,5,33000.0,33000.0,косметический,2,Новогиреево,Перово,0,45.0,1
12630,1,0,247.486034276,0,6,81.0,55.723861,http://www.cian.ru/rent/flat/151555503/,25.0,37.610053,6,,18,150000.0,150000.0,косметический,2,Якиманка,Октябрьская,0,120.0,1
12631,0,0,514.713605101,3,2,20.0,55.821264,http://www.cian.ru/rent/flat/138223244/,10.0,37.791729,15,,12,28000.0,28000.0,косметический,1,Гольяново,Щелковская,0,42.0,1
12632,1,0,419.627790381,4,5,32.0,55.70141,http://www.cian.ru/rent/flat/151530208/,,37.789815,20,,5,30000.0,30000.0,евроремонт,2,Кузьминки,Кузьминки,0,45.0,1
12633,1,0,804.600716911,6,15,44.0,55.65051,http://www.cian.ru/rent/flat/151577747/,10.0,37.566988,28,1,16,48000.0,48000.0,евроремонт,3,Зюзино,Калужская,0,72.0,1
12634,0,1,115.377425152,0,7,55.0,55.770618,http://www.cian.ru/rent/flat/151520619/,15.0,37.667716,10,1,7,150000.0,150000.0,дизайнерский,2,Басманный,Бауманская,0,92.0,1
12635,1,0,816.765974129,4,20,32.0,55.648885,http://www.cian.ru/rent/flat/151321856/,11.0,37.746535,3,1,25,60000.0,60000.0,евроремонт,2,Марьино,Марьино,0,58.0,1
12636,1,,882.045120348,5,7,20.0,55.640147,http://www.cian.ru/rent/flat/151428335/,10.0,37.769747,8,,14,24000.0,24000.0,,1,,Алма-Атинская,0,40.0,1
12637,0,1,559.687160442,5,1,22.0,55.683006,http://www.cian.ru/rent/flat/151603546/,,37.690929,20,1,5,32000.0,32000.0,евроремонт,1,Нагатинский Затон,Коломенская,0,33.0,1
12638,1,0,525.172853734,4,9,55.0,55.687553,http://www.cian.ru/rent/flat/147190069/,12.0,37.852859,5,1,14,55000.0,55000.0,евроремонт,3,Выхино-Жулебино,Жулебино,0,75.0,1
12639,1,,571.640065044,7,3,,55.82842,http://www.cian.ru/rent/flat/31396847/,,37.467805,3,,6,350000.0,350000.0,дизайнерский,4,,Водный стадион,0,150.0,0
12640,0,1,134.423461256,0,2,55.0,55.73851,http://www.cian.ru/rent/flat/150408445/,,37.625954,4,,6,210000.0,210000.0,дизайнерский,2,Замоскворечье,Третьяковская,0,65.0,1
12641,1,0,966.778906712,1,10,21.0,55.877688,http://www.cian.ru/rent/flat/151400649/,,37.521686,8,1,17,25000.0,25000.0,косметический,1,Западное Дегунино,Петровско-Разумовская,0,35.0,0
12642,1,0,565.07892116,3,7,20.0,55.827596,http://www.cian.ru/rent/flat/151032052/,,37.827086,10,,9,30000.0,30000.0,косметический,1,Гольяново,Щелковская,0,38.0,0
12643,1,0,132.888655526,7,3,32.0,55.772856,http://www.cian.ru/rent/flat/151252788/,,37.480813,8,1,5,44000.0,44000.0,евроремонт,2,Хорошёво-Мнёвники,Полежаевская,0,44.0,0
12644,0,0,313.844578836,2,10,,55.795889,http://www.cian.ru/rent/flat/151377259/,,37.619441,5,1,12,35000.0,35000.0,,1,Марьина Роща,Марьина роща,0,38.0,1
12645,0,1,1196.53013575,9,5,48.0,55.597602,http://www.cian.ru/rent/flat/150926250/,,37.164588,20,,5,30000.0,30000.0,косметический,3,поселение Кокошкино,Саларьево,0,68.0,0
12646,1,1,660.315347434,1,6,36.0,55.839537,http://www.cian.ru/rent/flat/151386821/,11.0,37.526304,15,,15,35000.0,35000.0,евроремонт,2,Коптево,Войковская,0,55.0,0
12647,0,1,11.8045354131,0,7,127.0,55.754314,http://www.cian.ru/rent/flat/149521065/,,37.595689,5,,7,200000.0,200000.0,дизайнерский,5,Арбат,Арбатская,0,145.0,1
12648,1,1,927.485271861,2,22,30.0,55.872819,http://www.cian.ru/rent/flat/151554043/,10.0,37.63959,7,,23,35000.0,35000.0,дизайнерский,1,Южное Медведково,Бабушкинская,0,40.0,0
12649,1,0,647.075323575,4,9,,55.671458,http://www.cian.ru/rent/flat/151248684/,10.0,37.771948,7,1,17,80000.0,80000.0,,3,Люблино,Люблино,0,80.0,0
12650,1,0,873.444590993,5,3,20.0,55.6413,http://www.cian.ru/rent/flat/151228787/,,37.767582,11,,14,28000.0,28000.0,косметический,1,Братеево,Алма-Атинская,0,42.0,1
12651,0,1,175.412955008,7,5,26.0,55.778284,http://www.cian.ru/rent/flat/151457318/,,37.471767,5,,5,42000.0,42000.0,косметический,2,Хорошёво-Мнёвники,Октябрьское поле,0,45.0,0
12652,0,1,142.048400679,8,33,54.0,55.774026,http://www.cian.ru/rent/flat/148705739/,20.0,37.467221,10,,40,100000.0,100000.0,дизайнерский,3,Хорошёво-Мнёвники,Полежаевская,0,90.0,0
12653,0,1,542.129986919,6,3,36.0,55.68532,http://www.cian.ru/rent/flat/151614658/,8.5,37.540156,15,,9,55000.0,55000.0,,2,Гагаринский,Университет,0,63.0,1
12654,1,0,587.5479152,2,19,20.0,55.830417,http://www.cian.ru/rent/flat/151555104/,10.0,37.578594,10,,22,33000.0,33000.0,,1,Бутырский,Петровско-Разумовская,0,40.0,1
12655,1,1,362.927969533,5,2,22.0,55.708825,http://www.cian.ru/rent/flat/151172968/,,37.603765,17,,8,30000.0,30000.0,косметический,1,Донской,Шаболовская,0,40.0,0
12656,0,,723.029488591,6,32,70.0,55.661379,http://www.cian.ru/rent/flat/151422179/,,37.509397,3,,48,130000.0,130000.0,дизайнерский,2,,Калужская,0,90.0,0
12657,0,1,120.806260962,0,3,30.0,55.771312,http://www.cian.ru/rent/flat/150971404/,,37.655347,5,1,6,45000.0,45000.0,евроремонт,2,Красносельский,Комсомольская,0,44.0,1
12658,1,0,318.762557172,4,20,19.0,55.714587,http://www.cian.ru/rent/flat/151004553/,,37.747451,10,,23,30000.0,30000.0,евроремонт,1,Рязанский,Текстильщики,0,42.0,1
12659,0,0,1101.3752166,2,22,20.0,55.894318,http://www.cian.ru/rent/flat/151415655/,10.0,37.588826,5,1,22,35000.0,35000.0,косметический,1,Бибирево,Алтуфьево,0,38.0,1
12660,1,1,263.054124735,4,2,45.0,55.721838,http://www.cian.ru/rent/flat/150739451/,,37.790768,10,1,5,35000.0,35000.0,косметический,3,Рязанский,Рязанский проспект,0,68.0,1
12661,1,0,759.509387416,6,5,33.0,55.656524,http://www.cian.ru/rent/flat/151611993/,,37.577813,14,,12,50000.0,50000.0,евроремонт,2,Зюзино,Каховская,0,48.0,1
12662,1,0,341.070698543,3,2,32.0,55.79934,http://www.cian.ru/rent/flat/151576303/,8.5,37.69763,11,1,16,40000.0,40000.0,отсутствует,2,Сокольники,Преображенская площадь,0,55.0,1
12663,1,0,208.42290238,7,10,32.0,55.782491,http://www.cian.ru/rent/flat/151604652/,13.0,37.484954,20,,17,70000.0,70000.0,евроремонт,2,Хорошёво-Мнёвники,Октябрьское поле,0,63.0,1
12664,1,0,855.8767764,8,3,30.0,55.863929,http://www.cian.ru/rent/flat/150954937/,,37.441323,8,,5,32000.0,32000.0,косметический,2,Северное Тушино,Планерная,0,45.0,1
12665,1,0,886.254694642,2,16,20.0,55.867703,http://www.cian.ru/rent/flat/151220155/,,37.644405,,,16,27000.0,27000.0,косметический,1,Южное Медведково,,0,37.0,
12666,1,0,1429.13250794,6,6,30.0,55.565621,http://www.cian.ru/rent/flat/149883677/,,37.585934,7,1,17,35000.0,35000.0,евроремонт,2,Северное Бутово,Бульвар Дмитрия Донского,0,52.0,1
12667,1,1,416.344209314,8,2,28.0,55.808862,http://www.cian.ru/rent/flat/151494755/,,37.459172,4,,5,32000.0,32000.0,косметический,2,Щукино,Щукинская,0,45.0,1
12668,1,0,673.077536027,1,10,21.0,55.841134,http://www.cian.ru/rent/flat/151615447/,10.0,37.527768,10,,16,34000.0,34000.0,евроремонт,1,Коптево,Войковская,0,40.0,0
12669,1,0,342.68092241,3,7,27.0,55.711468,http://www.cian.ru/rent/flat/151020928/,10.0,37.889861,7,1,14,21000.0,21000.0,косметический,1,Косино-Ухтомский,Выхино,0,37.0,0
12670,1,0,858.770397182,6,16,38.0,55.643266,http://www.cian.ru/rent/flat/151407408/,14.0,37.502004,24,,17,50000.0,50000.0,евроремонт,2,Коньково,Коньково,0,65.0,1
12671,1,1,144.263764854,0,5,36.0,55.737238,http://www.cian.ru/rent/flat/151118784/,,37.685719,17,,5,45000.0,45000.0,евроремонт,2,Таганский,Таганская,0,52.0,1
12672,1,1,261.530899142,0,8,96.0,55.722036,http://www.cian.ru/rent/flat/151358767/,13.0,37.602085,5,1,10,130000.0,130000.0,дизайнерский,4,Якиманка,Шаболовская,0,130.0,1
12673,0,1,1032.38072439,5,7,22.0,55.619904,http://www.cian.ru/rent/flat/151601792/,,37.66035,9,,9,27000.0,27000.0,косметический,1,Царицыно,Царицыно,0,35.0,1
12674,1,1,171.288872278,7,5,60.0,55.777758,http://www.cian.ru/rent/flat/151204086/,15.0,37.457987,,1,10,90000.0,90000.0,евроремонт,3,Хорошёво-Мнёвники,,0,96.0,
12675,1,0,1011.72828629,5,4,32.0,55.622695,http://www.cian.ru/rent/flat/150727715/,10.0,37.746903,4,,9,35000.0,35000.0,косметический,2,Зябликово,Шипиловская,0,54.0,1
12676,1,0,1097.78803725,6,7,32.0,55.611043,http://www.cian.ru/rent/flat/150929479/,10.0,37.554672,15,,16,38000.0,38000.0,,2,Ясенево,Ясенево,0,54.0,1
12677,1,1,140.701621463,8,16,34.0,55.773854,http://www.cian.ru/rent/flat/150961957/,16.0,37.471973,26,,31,67000.0,67000.0,евроремонт,1,Хорошёво-Мнёвники,Полежаевская,0,50.0,0
12678,0,0,434.154543728,4,6,50.0,55.699507,http://www.cian.ru/rent/flat/151017131/,,37.776475,10,1,16,47000.0,47000.0,евроремонт,2,Кузьминки,Кузьминки,0,55.0,1
12679,1,1,0.770577182427,3,8,28.0,55.75593,http://www.cian.ru/rent/flat/151268701/,,37.818013,7,1,9,40000.0,40000.0,евроремонт,2,Новогиреево,Новогиреево,0,42.0,1
12680,1,0,773.49668118,4,3,53.0,55.65466,http://www.cian.ru/rent/flat/151462728/,8.2,37.714608,7,1,12,60000.0,60000.0,евроремонт,4,Марьино,Марьино,0,76.0,0
12681,1,,669.848472091,1,15,32.0,55.84073,http://www.cian.ru/rent/flat/151573591/,12.0,37.494404,7,1,36,50000.0,50000.0,косметический,2,,Водный стадион,0,50.0,1
12682,0,1,316.320619475,3,5,18.0,55.796203,http://www.cian.ru/rent/flat/151248249/,,37.792151,5,,6,25000.0,25000.0,,1,Измайлово,Первомайская,0,34.0,1
12683,1,1,503.882273869,5,4,17.0,55.690354,http://www.cian.ru/rent/flat/151297020/,,37.610521,,,5,39500.0,39500.0,евроремонт,1,Донской,,0,31.0,
12684,1,1,324.018399447,1,6,20.0,55.797179,http://www.cian.ru/rent/flat/151609898/,,37.560197,10,,8,35000.0,35000.0,евроремонт,1,Савёловский,Динамо,0,36.0,1
12685,1,1,1144.35551736,7,2,42.0,55.899613,http://www.cian.ru/rent/flat/150077781/,,37.397404,,1,10,40000.0,40000.0,косметический,2,Куркино,,0,83.0,
12686,1,1,956.008123116,2,10,19.0,55.876354,http://www.cian.ru/rent/flat/149503028/,10.0,37.716459,,1,14,23000.0,23000.0,косметический,1,Ярославский,,0,37.0,
12687,1,1,1401.14202547,9,6,55.0,55.569494,http://www.cian.ru/rent/flat/151486919/,17.0,37.469755,10,1,17,55000.0,55000.0,евроремонт,3,поселение Сосенское,Теплый Стан,0,100.0,0
12688,1,0,955.071717795,1,5,19.0,55.876238,http://www.cian.ru/rent/flat/151604466/,10.0,37.548393,10,1,17,28000.0,28000.0,косметический,1,Бескудниковский,Петровско-Разумовская,0,38.0,0
12689,0,0,132.543100427,3,2,25.0,55.738753,http://www.cian.ru/rent/flat/151555879/,,37.832117,20,,9,29000.0,29000.0,косметический,2,Вешняки,Новогиреево,0,45.0,1
12690,1,0,364.711967182,5,6,53.0,55.708592,http://www.cian.ru/rent/flat/150963718/,11.0,37.64065,11,,14,55000.0,55000.0,косметический,3,Даниловский,Тульская,0,70.0,1
12691,1,0,798.098916516,7,6,35.0,55.85674,http://www.cian.ru/rent/flat/151347111/,,37.408696,5,,12,33000.0,33000.0,евроремонт,2,Северное Тушино,Сходненская,0,52.0,0
12692,1,1,39.7705392925,3,12,36.0,55.750717,http://www.cian.ru/rent/flat/151388916/,10.0,37.811258,4,,12,41000.0,41000.0,косметический,2,Новогиреево,Новогиреево,0,55.0,1
12693,1,1,725.450414673,7,9,83.0,55.84768,http://www.cian.ru/rent/flat/151520595/,24.0,37.356028,3,1,24,60000.0,60000.0,евроремонт,4,Митино,Митино,0,120.0,1
12694,1,0,1001.33787829,2,9,38.0,55.881965,http://www.cian.ru/rent/flat/151609879/,12.0,37.595653,7,1,12,40000.0,40000.0,евроремонт,2,Алтуфьевский,Бибирево,0,68.0,1
12695,1,,1724.44124713,9,15,15.0,55.524324,http://www.cian.ru/rent/flat/151476052/,,37.511859,15,,17,30000.0,30000.0,евроремонт,1,,Бунинская аллея,0,39.0,1
12696,1,0,769.873283545,6,2,35.0,55.655143,http://www.cian.ru/rent/flat/150914295/,,37.592869,5,,5,43000.0,43000.0,косметический,3,Зюзино,Каховская,0,46.0,1
12697,0,0,1104.19665401,6,7,18.0,55.610173,http://www.cian.ru/rent/flat/151352825/,,37.533032,6,,9,33000.0,33000.0,косметический,1,Ясенево,Ясенево,0,33.0,1
12698,0,1,97.558540942,0,3,60.0,55.768339,http://www.cian.ru/rent/flat/151554390/,,37.628631,6,,5,130000.0,130000.0,дизайнерский,3,Мещанский,Трубная,0,85.0,1
12699,1,0,316.714915903,3,7,,55.796253,http://www.cian.ru/rent/flat/150456966/,,37.803856,3,1,17,38000.0,38000.0,,2,Измайлово,Первомайская,0,51.0,1
12700,1,0,578.426148571,6,3,52.0,55.680534,http://www.cian.ru/rent/flat/151497164/,10.0,37.580732,12,,15,55000.0,55000.0,косметический,3,Академический,Академическая,0,78.0,1
12701,1,1,93.2517675137,3,2,25.0,55.743826,http://www.cian.ru/rent/flat/151452592/,,37.757674,14,1,5,30000.0,30000.0,косметический,1,Перово,Шоссе Энтузиастов,0,43.0,1
12702,1,0,850.950837295,6,9,36.0,55.644313,http://www.cian.ru/rent/flat/150988287/,10.0,37.519333,5,,16,45000.0,45000.0,,2,Коньково,Беляево,0,56.0,1
12703,1,1,525.968348112,2,3,29.0,55.82268,http://www.cian.ru/rent/flat/150299237/,,37.658221,17,1,8,37000.0,37000.0,косметический,2,Алексеевский,ВДНХ,0,44.0,1
12704,0,1,35.854914812,0,4,120.0,55.760434,http://www.cian.ru/rent/flat/151559219/,10.0,37.614419,5,,4,250000.0,250000.0,дизайнерский,2,Тверской,Охотный ряд,0,150.0,1
12705,1,,1.01961334838,7,17,31.0,55.7557,http://www.cian.ru/rent/flat/150990753/,,37.6213,9,,25,65000.0,65000.0,дизайнерский,2,,Строгино,0,62.0,1
12706,1,1,515.357285974,2,3,35.0,55.821345,http://www.cian.ru/rent/flat/150102800/,12.0,37.665453,23,1,10,59000.0,59000.0,косметический,2,Алексеевский,ВДНХ,0,54.0,1
12707,0,1,166.357713793,0,5,,55.73438,http://www.cian.ru/rent/flat/149666068/,40.0,37.655823,10,,9,200000.0,200000.0,дизайнерский,4,Таганский,Таганская,0,170.0,1
12708,0,1,73.0763907807,0,3,120.0,55.765205,http://www.cian.ru/rent/flat/151034625/,18.0,37.647486,5,,6,180000.0,180000.0,дизайнерский,3,Басманный,Красные ворота,0,151.0,1
12709,0,1,239.409641344,1,2,32.0,55.786435,http://www.cian.ru/rent/flat/151368120/,,37.57139,8,1,6,55000.0,55000.0,косметический,2,Беговой,Динамо,0,60.0,1
12710,1,1,86.8865453938,0,2,124.0,55.744647,http://www.cian.ru/rent/flat/151034621/,18.0,37.593219,5,,5,280000.0,280000.0,евроремонт,5,Хамовники,Кропоткинская,0,185.0,1
12711,1,1,738.96361797,2,11,32.0,55.849367,http://www.cian.ru/rent/flat/151460967/,9.5,37.646453,8,1,12,45000.0,45000.0,евроремонт,2,Свиблово,Ботанический сад,0,54.0,1
12712,1,0,14.7387926539,3,12,32.0,55.757724,http://www.cian.ru/rent/flat/151389695/,10.0,37.821706,7,1,17,35000.0,35000.0,косметический,2,Новогиреево,Новогиреево,0,60.0,1
12713,0,0,69.8676896723,3,1,40.0,55.746841,http://www.cian.ru/rent/flat/151458379/,,37.788459,5,1,5,37000.0,37000.0,отсутствует,3,Новогиреево,Перово,0,55.0,1
12714,1,0,431.826978033,4,18,46.0,55.699812,http://www.cian.ru/rent/flat/151602355/,,37.914232,15,1,19,39000.0,39000.0,косметический,3,Некрасовка,Выхино,0,73.0,0
12715,1,0,1887.69777631,6,6,48.0,55.501131,http://www.cian.ru/rent/flat/150936114/,12.0,37.578136,10,,9,40000.0,40000.0,,3,Южное Бутово,Бульвар Дмитрия Донского,0,90.0,0
12716,1,0,571.461724952,4,14,31.0,55.681453,http://www.cian.ru/rent/flat/151616952/,10.0,37.765193,5,,16,40000.0,40000.0,,2,Люблино,Люблино,0,52.0,1
12717,0,1,105.797829653,0,3,52.0,55.769393,http://www.cian.ru/rent/flat/150863287/,12.0,37.649534,2,1,13,90000.0,90000.0,евроремонт,3,Красносельский,Красные ворота,0,80.0,1
12718,1,,101.304585271,0,2,,55.742787,http://www.cian.ru/rent/flat/141102144/,,37.601376,5,,5,250000.0,250000.0,,3,,Кропоткинская,0,107.0,1
12719,1,0,754.434190052,4,15,36.0,55.6572,http://www.cian.ru/rent/flat/151386728/,12.0,37.763594,12,,18,36000.0,36000.0,косметический,2,Марьино,Братиславская,0,58.0,0
12720,1,1,1858.73119747,9,5,20.0,55.505266,http://www.cian.ru/rent/flat/151591308/,12.0,37.556631,,1,17,23000.0,23000.0,косметический,1,Щербинка,,0,42.1,
12721,1,1,955.903484279,5,7,20.0,55.630223,http://www.cian.ru/rent/flat/151498432/,10.0,37.606487,9,,14,30000.0,30000.0,косметический,1,Чертаново Северное,Южная,0,36.0,1
12722,1,0,806.345513567,4,5,21.0,55.650277,http://www.cian.ru/rent/flat/151347024/,,37.763638,15,1,9,32000.0,32000.0,косметический,1,Марьино,Марьино,0,41.0,1
12723,1,0,1123.24634538,5,1,36.0,55.607585,http://www.cian.ru/rent/flat/151484028/,,37.739932,7,1,16,37000.0,37000.0,косметический,2,Орехово-Борисово Южное,Красногвардейская,0,60.0,1
12724,1,1,528.703270545,2,7,36.0,55.823024,http://www.cian.ru/rent/flat/151619954/,10.0,37.665138,15,,9,35000.0,35000.0,евроремонт,1,Алексеевский,ВДНХ,0,65.0,1
12725,1,1,696.883525169,1,8,73.0,55.844111,http://www.cian.ru/rent/flat/149415392/,20.0,37.484658,7,1,25,100000.0,100000.0,дизайнерский,3,Головинский,Водный стадион,0,135.0,1
12726,0,0,587.039265659,4,2,36.0,55.679397,http://www.cian.ru/rent/flat/151148827/,,37.739087,15,1,12,32000.0,32000.0,косметический,2,Люблино,Люблино,0,48.0,1
12727,1,0,676.674710033,1,17,36.0,55.841584,http://www.cian.ru/rent/flat/151318637/,12.0,37.530858,8,1,17,40000.0,40000.0,евроремонт,2,Коптево,Петровско-Разумовская,0,70.0,0
12728,1,1,259.394068814,3,7,21.0,55.788976,http://www.cian.ru/rent/flat/151621748/,,37.795951,7,,8,30000.0,30000.0,евроремонт,1,Измайлово,Первомайская,0,33.0,1
12729,1,1,318.867883093,8,10,105.0,55.796526,http://www.cian.ru/rent/flat/19432258/,,37.486859,9,,12,320000.0,320000.0,евроремонт,4,Щукино,Октябрьское поле,0,200.0,1
12730,1,0,790.753434021,8,4,32.1,55.855825,http://www.cian.ru/rent/flat/151619913/,,37.352336,4,,17,40000.0,40000.0,косметический,2,Митино,Пятницкое шоссе,0,53.5,1
12731,0,0,502.780526706,8,11,,55.819762,http://www.cian.ru/rent/flat/149241716/,,37.465802,10,1,24,190000.0,190000.0,,3,Покровское-Стрешнево,Сокол,0,140.0,0
12732,0,,113.51397702,0,3,23.2,55.741211,http://www.cian.ru/rent/flat/150582490/,6.7,37.589841,10,,5,60000.0,60000.0,косметический,1,,Парк Культуры,0,41.4,1
12733,1,1,259.110823987,1,10,113.0,55.78894,http://www.cian.ru/rent/flat/150370459/,18.0,37.519171,10,1,20,150000.0,150000.0,евроремонт,4,Хорошёвский,Полежаевская,0,160.0,1
12734,1,0,876.85395591,5,10,20.0,55.640843,http://www.cian.ru/rent/flat/151401287/,10.0,37.76009,5,1,17,30000.0,30000.0,евроремонт,1,Братеево,Алма-Атинская,0,38.0,1
12735,0,,45.1235144834,0,50,,55.750028,http://www.cian.ru/rent/flat/151555607/,,37.534397,3,1,85,320000.0,320000.0,дизайнерский,2,,Международная,0,92.0,1
12736,0,0,97.770688586,3,2,32.0,55.743243,http://www.cian.ru/rent/flat/148954452/,10.0,37.870825,3,1,17,35000.0,35000.0,косметический,2,Новокосино,Новокосино,0,54.0,1
12737,1,1,826.455076511,6,6,31.0,55.64759,http://www.cian.ru/rent/flat/151600499/,,37.575091,11,,12,35000.0,35000.0,косметический,2,Зюзино,Чертановская,0,42.0,1
12738,1,1,1178.19709896,7,11,63.0,55.903777,http://www.cian.ru/rent/flat/149965163/,13.0,37.388143,10,1,15,65000.0,65000.0,евроремонт,3,Куркино,Планерная,0,92.9,0
12739,1,0,530.754646726,2,12,20.0,55.823282,http://www.cian.ru/rent/flat/150632566/,10.0,37.595869,8,,17,33000.0,33000.0,косметический,1,Марфино,Фонвизинская,0,40.0,1
12740,1,0,833.407649231,2,14,22.0,55.861135,http://www.cian.ru/rent/flat/151616929/,,37.590973,10,,17,50000.0,50000.0,,1,Отрадное,Отрадное,0,37.0,1
12741,1,1,687.708210056,5,6,16.0,55.666071,http://www.cian.ru/rent/flat/151176056/,,37.61565,7,,12,32000.0,32000.0,,1,Нагорный,Нагорная,0,32.0,1
12742,1,1,400.023884346,4,12,21.0,55.703976,http://www.cian.ru/rent/flat/151432476/,,37.923799,10,1,17,25000.0,25000.0,косметический,1,Некрасовка,Выхино,0,36.0,0
12743,1,0,743.603571353,4,12,34.0,55.658642,http://www.cian.ru/rent/flat/151483922/,10.0,37.762929,12,1,17,44000.0,44000.0,косметический,2,Марьино,Братиславская,0,60.0,1
12744,1,0,878.748602794,5,6,36.0,55.640589,http://www.cian.ru/rent/flat/151270573/,10.0,37.770573,10,,12,40000.0,40000.0,,2,Братеево,Алма-Атинская,0,53.0,1
12745,1,1,893.786940125,9,12,32.0,55.638572,http://www.cian.ru/rent/flat/150633399/,12.0,37.325593,15,,17,40000.0,40000.0,евроремонт,2,поселение Внуковское,Саларьево,0,62.0,0
12746,1,0,989.011006492,2,6,54.0,55.88044,http://www.cian.ru/rent/flat/151608741/,,37.707907,22,1,9,50000.0,50000.0,косметический,4,Лосиноостровский,Бабушкинская,0,62.0,1
12747,0,,187.404990399,7,18,,55.779813,http://www.cian.ru/rent/flat/151043762/,10.0,37.451618,10,1,22,48000.0,48000.0,,1,,Полежаевская,0,45.0,0
12748,0,1,40.3143313011,4,4,60.0,55.761006,http://www.cian.ru/rent/flat/151341851/,30.0,37.689222,18,,6,85000.0,85000.0,евроремонт,3,Лефортово,Бауманская,0,90.0,1
12749,1,1,337.234706263,7,4,47.0,55.798854,http://www.cian.ru/rent/flat/150800707/,10.0,37.389814,10,1,26,60000.0,60000.0,евроремонт,2,Строгино,Строгино,0,65.0,1
12750,0,0,414.460078479,8,1,18.0,55.808624,http://www.cian.ru/rent/flat/150723154/,,37.401114,8,1,12,30000.0,30000.0,косметический,1,Строгино,Строгино,0,33.0,1
12751,1,1,1360.03874397,5,14,20.0,55.575169,http://www.cian.ru/rent/flat/151465607/,12.0,37.674418,10,,25,26000.0,26000.0,косметический,1,Бирюлёво Восточное,Царицыно,0,42.0,0
12752,0,,1378.26042024,9,4,36.0,55.572655,http://www.cian.ru/rent/flat/151162416/,11.0,37.444871,,,8,55000.0,55000.0,евроремонт,2,,,0,65.0,
12753,1,0,7.08404476125,3,6,32.0,55.756741,http://www.cian.ru/rent/flat/151077098/,,37.829467,10,,9,40000.0,40000.0,косметический,2,Ивановское,Новогиреево,0,48.0,1
12754,1,1,291.160690128,5,8,30.0,55.718182,http://www.cian.ru/rent/flat/150947436/,,37.608266,1,,9,57000.0,57000.0,евроремонт,2,Донской,Шаболовская,0,50.0,1
12755,0,1,671.863415271,6,7,34.0,55.668173,http://www.cian.ru/rent/flat/151382681/,7.5,37.584937,15,1,14,38000.0,38000.0,евроремонт,2,Котловка,Профсоюзная,0,56.0,1
12756,1,1,1014.47864216,7,7,58.0,55.88359,http://www.cian.ru/rent/flat/151410468/,10.0,37.386328,10,1,8,53000.0,53000.0,евроремонт,3,Куркино,Планерная,0,90.0,0
12757,1,1,897.535279485,9,17,32.0,55.638069,http://www.cian.ru/rent/flat/151577780/,12.0,37.332735,16,1,25,40000.0,40000.0,косметический,2,поселение Внуковское,Юго-Западная,0,62.0,0
12758,0,0,466.530106707,4,2,19.0,55.695261,http://www.cian.ru/rent/flat/151352848/,,37.849481,11,,9,30000.0,30000.0,косметический,1,Выхино-Жулебино,Лермонтовский проспект,0,34.0,1
12759,1,0,726.466307086,6,15,20.0,55.660922,http://www.cian.ru/rent/flat/151452055/,,37.5948,7,1,17,43000.0,43000.0,отсутствует,1,Зюзино,Нахимовский проспект,0,38.0,1
12760,1,0,735.646793401,7,6,20.0,55.848953,http://www.cian.ru/rent/flat/151317291/,,37.366215,2,1,17,28000.0,28000.0,косметический,1,Митино,Митино,0,38.0,1
